0.04285714286,NA,NA,NA,NA,NA,NA,NA,NA
0.03174603175,0.05952380952,NA,NA,NA,NA,NA,NA,NA
0.02380952381,0.04329004329,0.06601731602,NA,NA,NA,NA,NA,NA
0.01818181818,0.03409090909,0.05,0.076,NA,NA,NA,NA,NA
0.01616161616,0.0303030303,0.04933333333,0.06,0.08133333333,NA,NA,NA,NA
0.01538461538,0.02466666667,0.04,0.058,0.074,0.09,NA,NA,NA
0.01298701299,0.022,0.03666666667,0.05,0.07,0.08266666667,0.09266666667,NA,NA
0.01538461538,0.01933333333,0.03133333333,0.042,0.06066666667,0.07466666667,0.08533333333,0.09533333333,NA
0.01333333333,0.01933333333,0.026,0.042,0.058,0.06733333333,0.08,0.09266666667,0.09533333333
0.012,0.018,NA,NA,NA,NA,NA,NA,NA
0.012,0.018,NA,NA,NA,NA,NA,NA,NA
0.012,0.018,NA,NA,NA,NA,NA,NA,NA
0.01133333333,0.01733333333,NA,NA,NA,NA,NA,NA,NA
0.01066666667,0.01733333333,NA,NA,NA,NA,NA,NA,NA
0.01066666667,0.01733333333,NA,NA,NA,NA,NA,NA,NA
0.01066666667,0.01666666667,NA,NA,NA,NA,NA,NA,NA
0.008666666667,0.01666666667,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.01587301587,NA,NA,NA,NA,NA,NA,NA
NA,0.01082251082,0.02272727273,NA,NA,NA,NA,NA,NA
NA,0.008838383838,0.02,0.02533333333,NA,NA,NA,NA,NA
NA,0.006216006216,0.012,0.02333333333,0.03066666667,NA,NA,NA,NA
NA,0.01133333333,0.012,0.02133333333,0.03,0.03933333333,NA,NA,NA
NA,0.01,0.01133333333,0.01666666667,0.02866666667,0.034,0.042,NA,NA
NA,0.01,0.008,0.01533333333,0.024,0.03133333333,0.03933333333,0.044,NA
NA,0.007333333333,0.008,0.01533333333,0.02133333333,0.02666666667,0.03666666667,0.044,0.04916666667
NA,0.007333333333,0.008,0.01533333333,0.02066666667,0.02,NA,NA,NA
NA,0.006666666667,0.007333333333,0.01533333333,0.02,0.02,NA,NA,NA
NA,0.006,0.007333333333,0.01266666667,0.01733333333,0.02,NA,NA,NA
NA,0.004666666667,0.007333333333,0.01266666667,0.01666666667,0.01866666667,NA,NA,NA
NA,0.004666666667,0.007333333333,0.01066666667,0.016,0.018,NA,NA,NA
NA,0.004666666667,0.007333333333,0.01066666667,0.016,0.01733333333,NA,NA,NA
NA,0.004666666667,0.007333333333,0.01,0.01533333333,0.016,NA,NA,NA
NA,0.004666666667,0.006,0.009333333333,0.014,0.01533333333,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.004329004329,NA,NA,NA,NA,NA,NA
